 log10_L ,  log10_M
10.99972 , 12.65482
11.00072 , 12.65597
11.00172 , 12.65712
11.00272 , 12.65827
11.00372 , 12.65942
11.00472 , 12.66057
11.00572 , 12.66172
11.00672 , 12.66287
11.00772 , 12.66402
11.00872 , 12.66517
11.00972 , 12.66632
11.01072 , 12.66747
11.01172 , 12.66862
11.01272 , 12.66977
11.01372 , 12.67092
11.01472 , 12.67207
11.01572 , 12.67322
11.01672 , 12.67437
11.01772 , 12.67552
11.01872 , 12.67667
11.01972 , 12.67782
11.02072 , 12.67897
11.02172 , 12.68012
11.02272 , 12.68127
11.02372 , 12.68242
11.02472 , 12.68357
11.02572 , 12.68472
11.02672 , 12.68587
11.02772 , 12.68702
11.02872 , 12.68817
11.02972 , 12.68932
11.03072 , 12.69047
11.03172 , 12.69162
11.03272 , 12.69277
11.03372 , 12.69392
11.03472 , 12.69507
11.03572 , 12.69622
11.03672 , 12.69737
11.03772 , 12.69852
11.03872 , 12.69967
11.03972 , 12.70082
11.04072 , 12.70197
11.04172 , 12.70312
11.04272 , 12.70427
11.04372 , 12.70542
11.04472 , 12.70657
11.04572 , 12.70772
11.04672 , 12.70887
11.04772 , 12.71002
11.04872 , 12.71117
11.04972 , 12.71232
11.05072 , 12.71347
11.05172 , 12.71462
11.05272 , 12.71577
11.05372 , 12.71692
11.05472 , 12.71807
11.05572 , 12.71922
11.05672 , 12.72037
11.05772 , 12.72152
11.05872 , 12.72267
11.05972 , 12.72382
11.06072 , 12.72497
11.06172 , 12.72612
11.06272 , 12.72727
11.06372 , 12.72842
11.06472 , 12.72957
11.06572 , 12.73072
11.06672 , 12.73187
11.06772 , 12.73302
11.06872 , 12.73417
11.06972 , 12.73532
11.07072 , 12.73647
11.07172 , 12.73762
11.07272 , 12.73877
11.07372 , 12.73992
11.07472 , 12.74107
11.07572 , 12.74222
11.07672 , 12.74337
11.07772 , 12.74452
11.07872 , 12.74567
11.07972 , 12.74682
11.08072 , 12.74797
11.08172 , 12.74912
11.08272 , 12.75027
11.08372 , 12.75142
11.08472 , 12.75257
11.08572 , 12.75372
11.08672 , 12.75487
11.08772 , 12.75602
11.08872 , 12.75717
11.08972 , 12.75832
11.09072 , 12.75947
11.09172 , 12.76062
11.09272 , 12.76177
11.09372 , 12.76292
11.09472 , 12.76407
11.09572 , 12.76522
11.09672 , 12.76637
11.09772 , 12.76752
11.09872 , 12.76867
11.09972 , 12.76982
11.10072 , 12.77097
11.10172 , 12.77212
11.10272 , 12.77327
11.10372 , 12.77442
11.10472 , 12.77557
11.10572 , 12.77672
11.10672 , 12.77787
11.10772 , 12.77902
11.10872 , 12.78017
11.10972 , 12.78132
11.11072 , 12.78247
11.11172 , 12.78362
11.11272 , 12.78477
11.11372 , 12.78592
11.11472 , 12.78707
11.11572 , 12.78822
11.11672 , 12.78937
11.11772 , 12.79052
11.11872 , 12.79167
11.11972 , 12.79282
11.12072 , 12.79397
11.12172 , 12.79512
11.12272 , 12.79627
11.12372 , 12.79742
11.12472 , 12.79857
11.12572 , 12.79972
11.12672 , 12.80087
11.12772 , 12.80202
11.12872 , 12.80317
11.12972 , 12.80432
11.13072 , 12.80547
11.13172 , 12.80662
11.13272 , 12.80777
11.13372 , 12.80892
11.13472 , 12.81007
11.13572 , 12.81122
11.13672 , 12.81237
11.13772 , 12.81352
11.13872 , 12.81467
11.13972 , 12.81582
11.14072 , 12.81697
11.14172 , 12.81812
11.14272 , 12.81927
11.14372 , 12.82042
11.14472 , 12.82157
11.14572 , 12.82272
11.14672 , 12.82387
11.14772 , 12.82502
11.14872 , 12.82617
11.14972 , 12.82732
11.15072 , 12.82847
11.15172 , 12.82962
11.15272 , 12.83077
11.15372 , 12.83192
11.15472 , 12.83307
11.15572 , 12.83422
11.15672 , 12.83537
11.15772 , 12.83652
11.15872 , 12.83767
11.15972 , 12.83882
11.16072 , 12.83997
11.16172 , 12.84112
11.16272 , 12.84227
11.16372 , 12.84342
11.16472 , 12.84457
11.16572 , 12.84572
11.16672 , 12.84687
11.16772 , 12.84802
11.16872 , 12.84917
11.16972 , 12.85032
11.17072 , 12.85147
11.17172 , 12.85262
11.17272 , 12.85377
11.17372 , 12.85492
11.17472 , 12.85607
11.17572 , 12.85722
11.17672 , 12.85837
11.17772 , 12.85952
11.17872 , 12.86067
11.17972 , 12.86182
11.18072 , 12.86297
11.18172 , 12.86412
11.18272 , 12.86527
11.18372 , 12.86642
11.18472 , 12.86757
11.18572 , 12.86872
11.18672 , 12.86987
11.18772 , 12.87102
11.18872 , 12.87217
11.18972 , 12.87332
11.19072 , 12.87447
11.19172 , 12.87562
11.19272 , 12.87677
11.19372 , 12.87792
11.19472 , 12.87907
11.19572 , 12.88022
11.19672 , 12.88137
11.19772 , 12.88252
11.19872 , 12.88367
11.19972 , 12.88482
11.20072 , 12.88597
11.20172 , 12.88712
11.20272 , 12.88827
11.20372 , 12.88942
11.20472 , 12.89057
11.20572 , 12.89172
11.20672 , 12.89287
11.20772 , 12.89402
11.20872 , 12.89517
11.20972 , 12.89632
11.21072 , 12.89747
11.21172 , 12.89862
11.21272 , 12.89977
11.21372 , 12.90092
11.21472 , 12.90207
11.21572 , 12.90322
11.21672 , 12.90437
11.21772 , 12.90552
11.21872 , 12.90667
11.21972 , 12.90782
11.22072 , 12.90897
11.22172 , 12.91012
11.22272 , 12.91127
11.22372 , 12.91242
11.22472 , 12.91357
11.22572 , 12.91472
11.22672 , 12.91587
11.22772 , 12.91702
11.22872 , 12.91817
11.22972 , 12.91932
11.23072 , 12.92047
11.23172 , 12.92162
11.23272 , 12.92277
11.23372 , 12.92392
11.23472 , 12.92507
11.23572 , 12.92622
11.23672 , 12.92737
11.23772 , 12.92852
11.23872 , 12.92967
11.23972 , 12.93082
11.24072 , 12.93197
11.24172 , 12.93312
11.24272 , 12.93427
11.24372 , 12.93542
11.24472 , 12.93657
11.24572 , 12.93772
11.24672 , 12.93887
11.24772 , 12.94002
11.24872 , 12.94117
11.24972 , 12.94232
11.25072 , 12.94347
11.25172 , 12.94462
11.25272 , 12.94577
11.25372 , 12.94692
11.25472 , 12.94807
11.25572 , 12.94922
11.25672 , 12.95037
11.25772 , 12.95152
11.25872 , 12.95267
11.25972 , 12.95382
11.26072 , 12.95497
11.26172 , 12.95612
11.26272 , 12.95727
11.26372 , 12.95842
11.26472 , 12.95957
11.26572 , 12.96072
11.26672 , 12.96187
11.26772 , 12.96302
11.26872 , 12.96417
11.26972 , 12.96532
11.27072 , 12.96647
11.27172 , 12.96762
11.27272 , 12.96877
11.27372 , 12.96992
11.27472 , 12.97107
11.27572 , 12.97222
11.27672 , 12.97337
11.27772 , 12.97452
11.27872 , 12.97567
11.27972 , 12.97682
11.28072 , 12.97797
11.28172 , 12.97912
11.28272 , 12.98027
11.28372 , 12.98142
11.28472 , 12.98257
11.28572 , 12.98372
11.28672 , 12.98487
11.28772 , 12.98602
11.28872 , 12.98717
11.28972 , 12.98832
11.29072 , 12.98947
11.29172 , 12.99062
11.29272 , 12.99177
11.29372 , 12.99292
11.29472 , 12.99407
11.29572 , 12.99522
11.29672 , 12.99637
11.29772 , 12.99752
11.29872 , 12.99867
11.29972 , 12.99982
11.30072 , 13.00097
11.30172 , 13.00212
11.30272 , 13.00327
11.30372 , 13.00442
11.30472 , 13.00557
11.30572 , 13.00672
11.30672 , 13.00787
11.30772 , 13.00902
11.30872 , 13.01017
11.30972 , 13.01132
11.31072 , 13.01247
11.31172 , 13.01362
11.31272 , 13.01477
11.31372 , 13.01592
11.31472 , 13.01707
11.31572 , 13.01822
11.31672 , 13.01937
11.31772 , 13.02052
11.31872 , 13.02167
11.31972 , 13.02282
11.32072 , 13.02397
11.32172 , 13.02512
11.32272 , 13.02627
11.32372 , 13.02742
11.32472 , 13.02857
11.32572 , 13.02972
11.32672 , 13.03087
11.32772 , 13.03202
11.32872 , 13.03317
11.32972 , 13.03432
11.33072 , 13.03547
11.33172 , 13.03662
11.33272 , 13.03777
11.33372 , 13.03892
11.33472 , 13.04007
11.33572 , 13.04122
11.33672 , 13.04237
11.33772 , 13.04352
11.33872 , 13.04467
11.33972 , 13.04582
11.34072 , 13.04697
11.34172 , 13.04812
11.34272 , 13.04927
11.34372 , 13.05042
11.34472 , 13.05157
11.34572 , 13.05272
11.34672 , 13.05387
11.34772 , 13.05502
11.34872 , 13.05617
11.34972 , 13.05732
11.35072 , 13.05847
11.35172 , 13.05962
11.35272 , 13.06077
11.35372 , 13.06192
11.35472 , 13.06307
11.35572 , 13.06422
11.35672 , 13.06537
11.35772 , 13.06652
11.35872 , 13.06767
11.35972 , 13.06882
11.36072 , 13.06997
11.36172 , 13.07112
11.36272 , 13.07227
11.36372 , 13.07342
11.36472 , 13.07457
11.36572 , 13.07572
11.36672 , 13.07687
11.36772 , 13.07802
11.36872 , 13.07917
11.36972 , 13.08032
11.37072 , 13.08147
11.37172 , 13.08262
11.37272 , 13.08377
11.37372 , 13.08492
11.37472 , 13.08607
11.37572 , 13.08722
11.37672 , 13.08837
11.37772 , 13.08952
11.37872 , 13.09067
11.37972 , 13.09182
11.38072 , 13.09297
11.38172 , 13.09412
11.38272 , 13.09527
11.38372 , 13.09642
11.38472 , 13.09757
11.38572 , 13.09872
11.38672 , 13.09987
11.38772 , 13.10102
11.38872 , 13.10217
11.38972 , 13.10332
11.39072 , 13.10447
11.39172 , 13.10562
11.39272 , 13.10677
11.39372 , 13.10792
11.39472 , 13.10907
11.39572 , 13.11022
11.39672 , 13.11137
11.39772 , 13.11252
11.39872 , 13.11367
11.39972 , 13.11482
11.40072 , 13.11597
11.40172 , 13.11712
11.40272 , 13.11827
11.40372 , 13.11942
11.40472 , 13.12057
11.40572 , 13.12172
11.40672 , 13.12287
11.40772 , 13.12402
11.40872 , 13.12517
11.40972 , 13.12632
11.41072 , 13.12747
11.41172 , 13.12862
11.41272 , 13.12977
11.41372 , 13.13092
11.41472 , 13.13207
11.41572 , 13.13322
11.41672 , 13.13437
11.41772 , 13.13552
11.41872 , 13.13667
11.41972 , 13.13782
11.42072 , 13.13897
11.42172 , 13.14012
11.42272 , 13.14127
11.42372 , 13.14242
11.42472 , 13.14357
11.42572 , 13.14472
11.42672 , 13.14587
11.42772 , 13.14702
11.42872 , 13.14817
11.42972 , 13.14932
11.43072 , 13.15047
11.43172 , 13.15162
11.43272 , 13.15277
11.43372 , 13.15392
11.43472 , 13.15507
11.43572 , 13.15622
11.43672 , 13.15737
11.43772 , 13.15852
11.43872 , 13.15967
11.43972 , 13.16082
11.44072 , 13.16197
11.44172 , 13.16312
11.44272 , 13.16427
11.44372 , 13.16542
11.44472 , 13.16657
11.44572 , 13.16772
11.44672 , 13.16887
11.44772 , 13.17002
11.44872 , 13.17117
11.44972 , 13.17232
11.45072 , 13.17347
11.45172 , 13.17462
11.45272 , 13.17577
11.45372 , 13.17692
11.45472 , 13.17807
11.45572 , 13.17922
11.45672 , 13.18037
11.45772 , 13.18152
11.45872 , 13.18267
11.45972 , 13.18382
11.46072 , 13.18497
11.46172 , 13.18612
11.46272 , 13.18727
11.46372 , 13.18842
11.46472 , 13.18957
11.46572 , 13.19072
11.46672 , 13.19187
11.46772 , 13.19302
11.46872 , 13.19417
11.46972 , 13.19532
11.47072 , 13.19647
11.47172 , 13.19762
11.47272 , 13.19877
11.47372 , 13.19992
11.47472 , 13.20107
11.47572 , 13.20222
11.47672 , 13.20337
11.47772 , 13.20452
11.47872 , 13.20567
11.47972 , 13.20682
11.48072 , 13.20797
11.48172 , 13.20912
11.48272 , 13.21027
11.48372 , 13.21142
11.48472 , 13.21257
11.48572 , 13.21372
11.48672 , 13.21487
11.48772 , 13.21602
11.48872 , 13.21717
11.48972 , 13.21832
11.49072 , 13.21947
11.49172 , 13.22062
11.49272 , 13.22177
11.49372 , 13.22292
11.49472 , 13.22407
11.49572 , 13.22522
11.49672 , 13.22637
11.49772 , 13.22752
11.49872 , 13.22867
11.49972 , 13.22982
11.50072 , 13.23097
11.50172 , 13.23212
11.50272 , 13.23327
11.50372 , 13.23442
11.50472 , 13.23557
11.50572 , 13.23672
11.50672 , 13.23787
11.50772 , 13.23902
11.50872 , 13.24017
11.50972 , 13.24132
11.51072 , 13.24247
11.51172 , 13.24362
11.51272 , 13.24477
11.51372 , 13.24592
11.51472 , 13.24707
11.51572 , 13.24822
11.51672 , 13.24937
11.51772 , 13.25052
11.51872 , 13.25167
11.51972 , 13.25282
11.52072 , 13.25397
11.52172 , 13.25512
11.52272 , 13.25627
11.52372 , 13.25742
11.52472 , 13.25857
11.52572 , 13.25972
11.52672 , 13.26087
11.52772 , 13.26202
11.52872 , 13.26317
11.52972 , 13.26432
11.53072 , 13.26547
11.53172 , 13.26662
11.53272 , 13.26777
11.53372 , 13.26892
11.53472 , 13.27007
11.53572 , 13.27122
11.53672 , 13.27237
11.53772 , 13.27352
11.53872 , 13.27467
11.53972 , 13.27582
11.54072 , 13.27697
11.54172 , 13.27812
11.54272 , 13.27927
11.54372 , 13.28042
11.54472 , 13.28157
11.54572 , 13.28272
11.54672 , 13.28387
11.54772 , 13.28502
11.54872 , 13.28617
11.54972 , 13.28732
11.55072 , 13.28847
11.55172 , 13.28962
11.55272 , 13.29077
11.55372 , 13.29192
11.55472 , 13.29307
11.55572 , 13.29422
11.55672 , 13.29537
11.55772 , 13.29652
11.55872 , 13.29767
11.55972 , 13.29882
11.56072 , 13.29997
11.56172 , 13.30112
11.56272 , 13.30227
11.56372 , 13.30342
11.56472 , 13.30457
11.56572 , 13.30572
11.56672 , 13.30687
11.56772 , 13.30802
11.56872 , 13.30917
11.56972 , 13.31032
11.57072 , 13.31147
11.57172 , 13.31262
11.57272 , 13.31377
11.57372 , 13.31492
11.57472 , 13.31607
11.57572 , 13.31722
11.57672 , 13.31837
11.57772 , 13.31952
11.57872 , 13.32067
11.57972 , 13.32182
11.58072 , 13.32297
11.58172 , 13.32412
11.58272 , 13.32527
11.58372 , 13.32642
11.58472 , 13.32757
11.58572 , 13.32872
11.58672 , 13.32987
11.58772 , 13.33102
11.58872 , 13.33217
11.58972 , 13.33332
11.59072 , 13.33447
11.59172 , 13.33562
11.59272 , 13.33677
11.59372 , 13.33792
11.59472 , 13.33907
11.59572 , 13.34022
11.59672 , 13.34137
11.59772 , 13.34252
11.59872 , 13.34367
11.59972 , 13.34482
11.60072 , 13.34597
11.60172 , 13.34712
11.60272 , 13.34827
11.60372 , 13.34942
11.60472 , 13.35057
11.60572 , 13.35172
11.60672 , 13.35287
11.60772 , 13.35402
11.60872 , 13.35517
11.60972 , 13.35632
11.61072 , 13.35747
11.61172 , 13.35862
11.61272 , 13.35977
11.61372 , 13.36092
11.61472 , 13.36207
11.61572 , 13.36322
11.61672 , 13.36437
11.61772 , 13.36552
11.61872 , 13.36667
11.61972 , 13.36782
11.62072 , 13.36897
11.62172 , 13.37012
11.62272 , 13.37127
11.62372 , 13.37242
11.62472 , 13.37357
11.62572 , 13.37472
11.62672 , 13.37587
11.62772 , 13.37702
11.62872 , 13.37817
11.62972 , 13.37932
11.63072 , 13.38047
11.63172 , 13.38162
11.63272 , 13.38277
11.63372 , 13.38392
11.63472 , 13.38507
11.63572 , 13.38622
11.63672 , 13.38737
11.63772 , 13.38852
11.63872 , 13.38967
11.63972 , 13.39082
11.64072 , 13.39197
11.64172 , 13.39312
11.64272 , 13.39427
11.64372 , 13.39542
11.64472 , 13.39657
11.64572 , 13.39772
11.64672 , 13.39887
11.64772 , 13.40002
11.64872 , 13.40117
11.64972 , 13.40232
11.65072 , 13.40347
11.65172 , 13.40462
11.65272 , 13.40577
11.65372 , 13.40692
11.65472 , 13.40807
11.65572 , 13.40922
11.65672 , 13.41037
11.65772 , 13.41152
11.65872 , 13.41267
11.65972 , 13.41382
11.66072 , 13.41497
11.66172 , 13.41612
11.66272 , 13.41727
11.66372 , 13.41842
11.66472 , 13.41957
11.66572 , 13.42072
11.66672 , 13.42187
11.66772 , 13.42302
11.66872 , 13.42417
11.66972 , 13.42532
11.67072 , 13.42647
11.67172 , 13.42762
11.67272 , 13.42877
11.67372 , 13.42992
11.67472 , 13.43107
11.67572 , 13.43222
11.67672 , 13.43337
11.67772 , 13.43452
11.67872 , 13.43567
11.67972 , 13.43682
11.68072 , 13.43797
11.68172 , 13.43912
11.68272 , 13.44027
11.68372 , 13.44142
11.68472 , 13.44257
11.68572 , 13.44372
11.68672 , 13.44487
11.68772 , 13.44602
11.68872 , 13.44717
11.68972 , 13.44832
11.69072 , 13.44947
11.69172 , 13.45062
11.69272 , 13.45177
11.69372 , 13.45292
11.69472 , 13.45407
11.69572 , 13.45522
11.69672 , 13.45637
11.69772 , 13.45752
11.69872 , 13.45867
11.69972 , 13.45982
11.70072 , 13.46097
11.70172 , 13.46212
11.70272 , 13.46327
11.70372 , 13.46442
11.70472 , 13.46557
11.70572 , 13.46672
11.70672 , 13.46787
11.70772 , 13.46902
11.70872 , 13.47017
11.70972 , 13.47132
11.71072 , 13.47247
11.71172 , 13.47362
11.71272 , 13.47477
11.71372 , 13.47592
11.71472 , 13.47707
11.71572 , 13.47822
11.71672 , 13.47937
11.71772 , 13.48052
11.71872 , 13.48167
11.71972 , 13.48282
11.72072 , 13.48397
11.72172 , 13.48512
11.72272 , 13.48627
11.72372 , 13.48742
11.72472 , 13.48857
11.72572 , 13.48972
11.72672 , 13.49087
11.72772 , 13.49202
11.72872 , 13.49317
11.72972 , 13.49432
11.73072 , 13.49547
11.73172 , 13.49662
11.73272 , 13.49777
11.73372 , 13.49892
11.73472 , 13.50007
11.73572 , 13.50122
11.73672 , 13.50237
11.73772 , 13.50352
11.73872 , 13.50467
11.73972 , 13.50582
11.74072 , 13.50697
11.74172 , 13.50812
11.74272 , 13.50927
11.74372 , 13.51042
11.74472 , 13.51157
11.74572 , 13.51272
11.74672 , 13.51387
11.74772 , 13.51502
11.74872 , 13.51617
11.74972 , 13.51732
11.75072 , 13.51847
11.75172 , 13.51962
11.75272 , 13.52077
11.75372 , 13.52192
11.75472 , 13.52307
11.75572 , 13.52422
11.75672 , 13.52537
11.75772 , 13.52652
11.75872 , 13.52767
11.75972 , 13.52882
11.76072 , 13.52997
11.76172 , 13.53112
11.76272 , 13.53227
11.76372 , 13.53342
11.76472 , 13.53457
11.76572 , 13.53572
11.76672 , 13.53687
11.76772 , 13.53802
11.76872 , 13.53917
11.76972 , 13.54032
11.77072 , 13.54147
11.77172 , 13.54262
11.77272 , 13.54377
11.77372 , 13.54492
11.77472 , 13.54607
11.77572 , 13.54722
11.77672 , 13.54837
11.77772 , 13.54952
11.77872 , 13.55067
11.77972 , 13.55182
11.78072 , 13.55297
11.78172 , 13.55412
11.78272 , 13.55527
11.78372 , 13.55642
11.78472 , 13.55757
11.78572 , 13.55872
11.78672 , 13.55987
11.78772 , 13.56102
11.78872 , 13.56217
11.78972 , 13.56332
11.79072 , 13.56447
11.79172 , 13.56562
11.79272 , 13.56677
11.79372 , 13.56792
11.79472 , 13.56907
11.79572 , 13.57022
11.79672 , 13.57137
11.79772 , 13.57252
11.79872 , 13.57367
11.79972 , 13.57482
11.80072 , 13.57597
11.80172 , 13.57712
11.80272 , 13.57827
11.80372 , 13.57942
11.80472 , 13.58057
11.80572 , 13.58172
11.80672 , 13.58287
11.80772 , 13.58402
11.80872 , 13.58517
11.80972 , 13.58632
11.81072 , 13.58747
11.81172 , 13.58862
11.81272 , 13.58977
11.81372 , 13.59092
11.81472 , 13.59207
11.81572 , 13.59322
11.81672 , 13.59437
11.81772 , 13.59552
11.81872 , 13.59667
11.81972 , 13.59782
11.82072 , 13.59897
11.82172 , 13.60012
11.82272 , 13.60127
11.82372 , 13.60242
11.82472 , 13.60357
11.82572 , 13.60472
11.82672 , 13.60587
11.82772 , 13.60702
11.82872 , 13.60817
11.82972 , 13.60932
11.83072 , 13.61047
11.83172 , 13.61162
11.83272 , 13.61277
11.83372 , 13.61392
11.83472 , 13.61507
11.83572 , 13.61622
11.83672 , 13.61737
11.83772 , 13.61852
11.83872 , 13.61967
11.83972 , 13.62082
11.84072 , 13.62197
11.84172 , 13.62312
11.84272 , 13.62427
11.84372 , 13.62542
11.84472 , 13.62657
11.84572 , 13.62772
11.84672 , 13.62887
11.84772 , 13.63002
11.84872 , 13.63117
11.84972 , 13.63232
11.85072 , 13.63347
11.85172 , 13.63462
11.85272 , 13.63577
11.85372 , 13.63692
11.85472 , 13.63807
11.85572 , 13.63922
11.85672 , 13.64037
11.85772 , 13.64152
11.85872 , 13.64267
11.85972 , 13.64382
11.86072 , 13.64497
11.86172 , 13.64612
11.86272 , 13.64727
11.86372 , 13.64842
11.86472 , 13.64957
11.86572 , 13.65072
11.86672 , 13.65187
11.86772 , 13.65302
11.86872 , 13.65417
11.86972 , 13.65532
11.87072 , 13.65647
11.87172 , 13.65762
11.87272 , 13.65877
11.87372 , 13.65992
11.87472 , 13.66107
11.87572 , 13.66222
11.87672 , 13.66337
11.87772 , 13.66452
11.87872 , 13.66567
11.87972 , 13.66682
11.88072 , 13.66797
11.88172 , 13.66912
11.88272 , 13.67027
11.88372 , 13.67142
11.88472 , 13.67257
11.88572 , 13.67372
11.88672 , 13.67487
11.88772 , 13.67602
11.88872 , 13.67717
11.88972 , 13.67832
11.89072 , 13.67947
11.89172 , 13.68062
11.89272 , 13.68177
11.89372 , 13.68292
11.89472 , 13.68407
11.89572 , 13.68522
11.89672 , 13.68637
11.89772 , 13.68752
11.89872 , 13.68867
11.89972 , 13.68982
11.90072 , 13.69097
11.90172 , 13.69212
11.90272 , 13.69327
11.90372 , 13.69442
11.90472 , 13.69557
11.90572 , 13.69672
11.90672 , 13.69787
11.90772 , 13.69902
11.90872 , 13.70017
11.90972 , 13.70132
11.91072 , 13.70247
11.91172 , 13.70362
11.91272 , 13.70477
11.91372 , 13.70592
11.91472 , 13.70707
11.91572 , 13.70822
11.91672 , 13.70937
11.91772 , 13.71052
11.91872 , 13.71167
11.91972 , 13.71282
11.92072 , 13.71397
11.92172 , 13.71512
11.92272 , 13.71627
11.92372 , 13.71742
11.92472 , 13.71857
11.92572 , 13.71972
11.92672 , 13.72087
11.92772 , 13.72202
11.92872 , 13.72317
11.92972 , 13.72432
11.93072 , 13.72547
11.93172 , 13.72662
11.93272 , 13.72777
11.93372 , 13.72892
11.93472 , 13.73007
11.93572 , 13.73122
11.93672 , 13.73237
11.93772 , 13.73352
11.93872 , 13.73467
11.93972 , 13.73582
11.94072 , 13.73697
11.94172 , 13.73812
11.94272 , 13.73927
11.94372 , 13.74042
11.94472 , 13.74157
11.94572 , 13.74272
11.94672 , 13.74387
11.94772 , 13.74502
11.94872 , 13.74617
11.94972 , 13.74732
11.95072 , 13.74847
11.95172 , 13.74962
11.95272 , 13.75077
11.95372 , 13.75192
11.95472 , 13.75307
11.95572 , 13.75422
11.95672 , 13.75537
11.95772 , 13.75652
11.95872 , 13.75767
11.95972 , 13.75882
11.96072 , 13.75997
11.96172 , 13.76112
11.96272 , 13.76227
11.96372 , 13.76342
11.96472 , 13.76457
11.96572 , 13.76572
11.96672 , 13.76687
11.96772 , 13.76802
11.96872 , 13.76917
11.96972 , 13.77032
11.97072 , 13.77147
11.97172 , 13.77262
11.97272 , 13.77377
11.97372 , 13.77492
11.97472 , 13.77607
11.97572 , 13.77722
11.97672 , 13.77837
11.97772 , 13.77952
11.97872 , 13.78067
11.97972 , 13.78182
11.98072 , 13.78297
11.98172 , 13.78412
11.98272 , 13.78527
11.98372 , 13.78642
11.98472 , 13.78757
11.98572 , 13.78872
11.98672 , 13.78987
11.98772 , 13.79102
11.98872 , 13.79217
11.98972 , 13.79332
11.99072 , 13.79447
11.99172 , 13.79562
11.99272 , 13.79677
11.99372 , 13.79792
11.99472 , 13.79907
11.99572 , 13.80022
11.99672 , 13.80137
11.99772 , 13.80252
11.99872 , 13.80367
11.99972 , 13.80482
